Ts_real_s,time_s,PWM_input,omega_rad_s,current_A,RPM
0.020000,6.220001,0.00,0.000000,0.000300,0.000
0.020000,6.240001,0.00,0.000000,0.000000,0.000
0.020000,6.260001,0.00,0.000000,-0.000200,0.000
0.020000,6.280001,0.00,0.000000,0.000200,0.000
0.020000,6.300001,0.00,0.000000,0.000000,0.000
0.020000,6.320001,0.00,0.000000,0.000200,0.000
0.020000,6.340001,0.00,0.000000,0.000200,0.000
0.020000,6.360001,0.00,0.000000,0.000400,0.000
0.020000,6.380001,0.00,0.000000,0.000100,0.000
0.020000,6.400001,0.00,0.000000,-0.000100,0.000
0.020000,6.420001,0.00,0.000000,-0.000100,0.000
0.020000,6.440001,0.00,0.000000,0.000000,0.000
0.020000,6.460001,0.00,0.000000,0.000100,0.000
0.020000,6.480001,0.00,0.000000,0.000300,0.000
0.020000,6.500001,0.00,0.000000,0.000100,0.000
0.020000,6.520001,0.00,0.000000,0.000000,0.000
0.020000,6.540001,0.00,0.000000,0.000100,0.000
0.020000,6.560001,0.00,0.000000,-0.000100,0.000
0.020000,6.580001,0.00,0.000000,-0.000100,0.000
0.020000,6.600001,0.00,0.000000,0.000300,0.000
0.020000,6.620001,0.00,0.000000,0.000000,0.000
0.020000,6.640001,0.00,0.000000,0.000100,0.000
0.020000,6.660001,0.00,0.000000,0.000000,0.000
0.020000,6.680001,0.00,0.000000,0.000100,0.000
0.020000,6.700001,0.00,0.000000,-0.000100,0.000
0.020000,6.720001,0.00,0.000000,0.000000,0.000
0.020000,6.740001,0.00,0.000000,0.000000,0.000
0.020000,6.760001,0.00,0.000000,0.000200,0.000
0.020000,6.780001,0.00,0.000000,0.000000,0.000
0.020000,6.800001,0.00,0.000000,0.000100,0.000
0.020000,6.820001,0.00,0.000000,0.000100,0.000
0.020000,6.840001,0.00,0.000000,0.000100,0.000
0.020000,6.860001,0.00,0.000000,0.000200,0.000
0.020000,6.880001,0.00,0.000000,0.000200,0.000
0.020000,6.900001,0.00,0.000000,0.000300,0.000
0.020000,6.920001,0.00,0.000000,0.000000,0.000
0.020000,6.940001,0.00,0.000000,0.000200,0.000
0.020000,6.960001,0.00,0.000000,0.000100,0.000
0.020000,6.980001,0.00,0.000000,0.000000,0.000
0.020000,7.000001,0.00,0.000000,-0.000100,0.000
